Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block,Mode_of_Shipment,Product_importance,Gender,Class
3,5,2,29,1934,0,1,0,1,1
5,3,4,29,1094,0,1,1,0,1
6,3,5,9,1483,2,1,0,1,1
5,2,5,4,1013,0,1,1,0,1
4,1,3,3,1453,3,1,2,0,1
5,3,2,7,5783,2,2,1,1,1
3,5,4,8,4162,3,1,1,0,1
6,1,4,9,1302,1,1,0,0,0
6,1,5,5,1555,2,2,0,0,0
3,2,4,1,4877,0,2,1,1,0
4,1,5,7,1899,2,1,1,0,1
4,3,4,8,4220,1,1,1,1,0
3,3,3,3,5538,0,1,0,0,0
3,1,3,6,4010,0,1,0,1,0
3,4,2,29,3142,3,1,1,1,1
4,1,3,54,3043,3,2,1,1,1
4,4,10,7,4624,0,1,2,0,0
3,3,4,22,2942,4,1,2,0,1
5,1,4,2,4615,0,2,2,1,1
4,2,4,37,2200,3,1,1,1,1
4,4,5,10,1173,4,3,0,0,1
5,2,3,10,5598,0,2,1,0,0
4,4,2,6,5520,0,1,0,1,0
5,2,3,16,1499,1,1,1,1,1
4,5,3,65,1277,1,1,0,0,1
5,4,2,36,3819,0,1,0,0,1
6,1,4,2,5844,3,1,1,0,0
4,4,3,7,5197,4,1,2,0,0
4,3,3,52,2440,3,1,1,0,1
4,2,3,8,4575,4,3,0,1,1
4,1,3,9,4024,4,2,0,0,1
3,5,3,2,5653,4,1,1,0,1
4,1,2,6,5894,2,1,0,1,1
4,4,3,1,4266,4,1,0,0,0
3,5,2,42,3814,1,1,0,0,1
4,5,3,6,2717,0,1,1,1,1
6,5,4,2,1218,0,1,0,0,1
6,1,5,5,5323,3,1,1,1,1
4,3,5,6,1867,0,1,0,1,1
5,3,2,7,4531,2,2,1,1,1
4,2,2,6,4573,1,2,1,0,0
4,4,5,1,1761,4,1,0,1,0
5,1,2,6,5518,1,1,1,1,0
5,4,3,59,1178,1,3,0,0,1
3,4,6,7,4098,4,3,0,0,1
4,4,2,52,1459,0,2,0,1,1
2,2,2,17,1824,4,2,0,1,1
7,4,5,7,1563,4,1,1,0,1
3,1,3,8,5030,2,1,2,1,1
5,2,5,6,1491,1,1,2,1,1
4,4,5,2,1690,2,1,1,0,1
3,2,6,10,4725,0,1,1,0,1
5,2,4,10,1141,1,2,1,0,1
6,4,4,9,1253,0,2,0,1,1
3,5,3,5,4570,4,3,0,1,0
2,5,6,1,5675,4,1,1,0,0
4,3,3,4,5770,0,1,1,0,1
4,4,2,8,5192,0,1,0,1,0
3,2,2,7,5531,0,3,1,0,1
6,2,4,6,1123,2,1,0,0,0
7,5,4,6,1165,3,1,1,1,0
2,5,3,10,5775,0,1,2,0,1
5,1,2,40,1024,2,1,1,0,1
5,2,3,2,4270,4,2,0,0,0
4,2,2,8,1495,4,1,0,0,1
4,4,3,2,5385,0,1,0,0,0
3,5,2,1,4913,1,1,1,1,0
4,4,5,10,1316,3,1,0,1,0
4,5,3,7,5383,1,2,0,0,0
6,3,4,3,1006,0,3,0,1,0
7,1,4,7,1841,2,1,1,1,1
4,2,2,6,4987,0,2,1,1,0
3,3,3,29,3453,2,1,1,0,1
4,3,3,7,5935,3,1,1,0,0
2,5,3,3,4770,2,1,0,1,1
2,5,3,9,5810,3,1,0,0,0
5,3,3,9,5324,1,1,0,0,0
4,5,5,8,1574,1,1,0,1,1
5,5,3,10,5163,1,1,0,0,0
5,1,5,4,1009,0,3,1,0,0
5,4,3,7,5335,3,2,0,1,1
4,4,3,21,3307,0,2,0,1,1
3,5,3,10,4639,0,1,2,1,1
4,1,3,4,4910,3,1,2,0,0
3,1,3,8,4002,1,3,0,0,0
6,3,6,8,5661,4,1,2,1,0
6,2,4,9,1626,2,1,0,0,0
3,4,5,5,5365,0,1,1,0,0
5,4,4,2,4183,2,1,0,1,0
4,2,5,6,1736,2,1,1,0,1
5,4,3,6,2206,2,2,1,1,1
4,1,3,10,5832,1,1,1,1,0
4,4,8,46,3345,2,1,1,0,1
4,5,3,2,4272,1,3,0,1,0
5,4,4,8,4566,1,1,0,1,1
3,2,4,55,1165,3,1,1,1,1
4,1,2,1,5578,0,1,0,1,0
6,4,4,5,1794,3,1,0,0,1
5,1,3,6,4505,0,1,1,1,1
5,4,2,20,1765,2,3,0,0,1
4,1,5,8,1306,2,1,0,1,0
5,5,6,9,4587,0,1,1,0,0
3,5,2,10,4064,3,1,1,0,1
6,1,5,7,1223,3,1,1,1,0
4,1,3,2,4940,2,2,1,1,0
5,5,3,9,4775,2,2,1,1,1
3,1,2,6,4966,0,1,1,1,0
4,3,3,7,5976,1,1,0,0,0
4,2,3,10,4643,2,1,2,1,1
5,3,4,60,1159,0,2,1,1,1
5,3,5,5,1842,1,2,0,1,0
5,2,3,7,5768,3,2,0,0,1
3,3,2,6,4989,2,2,1,1,1
5,4,5,6,3592,0,2,0,1,1
3,1,3,29,1414,4,2,0,0,1
4,4,3,6,5758,0,3,0,0,1
4,5,5,2,1024,0,1,0,0,1
3,2,3,7,5657,2,1,0,1,1
4,2,5,9,4618,2,3,1,1,0
6,5,2,6,1726,4,2,0,0,1
7,2,4,7,1294,1,1,0,0,0
5,1,4,10,5306,3,1,1,1,1
5,1,3,5,4951,0,1,2,1,1
3,5,3,10,5333,4,1,0,1,0
3,2,3,19,3183,2,1,0,0,1
4,5,3,2,5286,3,1,1,1,1
3,3,3,20,1305,3,1,2,0,1
2,2,3,33,1217,1,1,0,1,1
2,1,4,7,5434,0,1,1,0,0
4,1,4,61,3402,1,3,1,1,1
6,2,4,8,1941,1,1,1,1,0
3,3,2,4,5960,4,1,0,0,0
5,2,8,24,3139,1,1,1,1,1
5,4,4,8,5878,4,1,1,0,1
3,1,2,56,3463,0,1,0,1,1
3,2,2,3,4409,0,3,0,1,0
3,2,2,7,5553,2,3,0,1,1
2,2,2,16,2223,3,3,1,0,1
4,4,5,6,4055,0,1,0,1,0
3,4,2,2,4177,2,1,1,1,0
3,5,3,7,4459,0,1,2,0,1
4,1,2,4,4401,1,1,0,1,0
3,1,8,9,5248,1,1,1,0,1
2,5,3,2,4853,1,1,1,1,0
4,4,3,4,5905,0,3,0,1,0
2,1,5,3,1038,1,1,1,1,0
3,4,3,52,2129,3,1,0,0,1
5,5,2,5,5791,3,1,0,1,0
3,3,2,39,3857,2,1,1,1,1
4,2,6,9,4736,0,1,1,1,1
3,1,4,27,1184,3,1,0,1,1
3,2,3,63,2143,0,1,0,1,1
4,2,5,9,1206,0,3,0,1,1
3,3,2,3,4665,2,3,1,0,0
4,3,3,4,5769,4,2,1,0,1
4,3,3,3,5669,0,2,1,1,0
5,4,3,3,5555,3,1,0,1,0
4,2,2,9,5080,2,1,2,0,1
4,5,2,60,3427,0,1,1,0,1
2,2,4,39,2424,4,1,1,1,1
3,3,3,5,2713,0,1,0,1,1
4,4,2,6,4308,0,1,0,1,1
3,4,3,4,5844,1,1,0,0,0
3,3,4,3,3075,0,1,1,1,1
4,1,3,9,4242,1,1,1,1,1
3,2,4,1,4158,1,1,2,1,0
4,5,6,4,3909,0,1,0,1,1
5,1,2,6,4873,2,1,1,1,0
3,5,2,9,1205,0,1,0,0,0
4,4,3,10,4289,3,3,0,1,0
3,2,2,6,5095,0,2,1,1,1
4,2,4,22,2460,3,1,1,0,1
5,3,5,4,1123,2,2,1,1,0
5,5,2,63,2583,1,1,1,1,1
4,2,2,3,4869,1,1,0,1,1
4,5,3,3,5438,1,3,0,1,0
3,1,3,7,5802,1,3,0,0,1
5,4,5,10,1177,0,2,0,1,0
6,3,5,10,1254,2,1,1,0,1
4,4,3,9,5041,4,1,0,1,0
5,2,3,10,4347,0,1,0,1,1
4,2,3,47,1434,3,2,0,0,1
3,1,2,4,4387,1,2,0,0,1
4,3,5,4,1839,0,2,0,0,1
5,4,6,3,1075,2,1,1,0,0
3,4,3,52,1587,1,1,1,1,1
3,3,3,3,4187,1,2,1,0,1
3,1,3,1,4948,3,1,2,1,0
2,5,3,3,1368,2,1,0,1,0
4,3,4,5,5177,0,1,1,0,1
3,4,3,5,5183,0,3,1,1,0
3,5,3,7,4764,2,1,1,1,0
3,5,2,2,5978,0,1,2,1,1
6,1,4,1,1216,0,1,1,1,1
6,4,4,6,1342,0,1,0,1,0
5,1,4,4,1853,3,1,0,0,0
3,3,2,9,4608,3,3,0,0,0
3,1,3,5,5528,1,1,0,1,0
4,5,2,1,2644,0,3,0,0,1
5,1,2,9,5252,4,1,0,1,0
5,3,4,7,4308,0,1,1,1,0
3,1,5,8,4980,3,1,0,0,1
6,5,4,6,1929,4,1,0,1,0
4,2,2,1,2990,3,1,2,1,1
4,4,2,4,5671,3,1,0,1,0
4,2,3,10,5137,1,1,0,1,1
5,1,5,1,1600,1,1,0,1,0
3,4,3,4,5830,1,1,2,1,1
4,3,3,9,5621,0,3,0,1,1
4,1,3,8,4114,3,1,0,0,0
3,2,4,49,2414,2,1,0,1,1
2,4,3,50,1030,0,3,0,0,1
3,5,2,3,4878,0,3,0,0,0
5,4,3,10,5675,0,2,0,0,0
3,3,2,2,4814,3,2,1,1,0
5,2,2,4,5405,1,3,1,1,0
2,4,2,10,5337,0,1,0,1,1
2,4,5,5,5334,4,1,2,0,1
5,5,2,55,2791,3,1,1,0,1
3,1,2,7,4556,0,3,1,0,0
5,4,6,1,5433,3,3,1,1,0
5,3,4,24,3473,1,2,0,0,1
4,3,3,10,5802,0,1,1,0,1
4,1,4,8,4970,1,1,0,1,0
4,4,2,5,4774,0,1,1,1,1
5,5,3,5,4315,3,3,1,0,0
6,4,4,1,1130,0,1,0,1,1
4,3,2,3,4636,3,1,1,1,1
2,3,2,1,2905,4,1,0,1,1
4,5,2,1,4606,1,3,1,0,0
4,4,5,4,1503,0,1,1,0,0
3,4,3,4,5361,4,1,1,1,1
4,4,6,5,4640,0,2,0,0,1
3,2,2,3,1983,1,1,1,1,1
6,2,2,10,5180,1,2,0,1,1
3,4,3,9,5908,2,1,1,1,1
4,5,5,4,4704,1,1,1,1,0
6,5,4,1,1977,3,2,1,1,0
3,3,10,2,4847,1,1,1,1,0
4,4,4,10,4827,3,1,0,0,0
3,5,2,5,2339,4,3,1,0,1
5,1,5,1,1488,0,2,0,1,1
4,4,3,2,4760,3,1,1,1,0
5,4,6,10,1978,4,3,0,0,1
4,3,6,3,1155,2,1,0,0,0
4,3,4,3,4548,0,1,1,1,0
3,5,5,7,4370,2,2,0,1,1
4,5,2,6,5045,2,1,1,1,1
4,4,5,56,2697,4,1,1,0,1
4,5,10,7,5340,0,3,0,0,0
4,4,2,8,5398,4,3,1,1,0
6,4,4,10,1318,1,1,0,1,0
6,3,4,8,1754,0,1,0,0,1
3,2,2,5,5264,3,1,1,1,0
3,1,4,10,1551,2,3,1,0,0
4,3,5,4,1470,0,2,0,1,0
5,2,6,10,1196,0,1,0,1,0
4,1,10,23,2726,2,1,1,0,1
4,4,2,5,4356,4,3,1,0,0
4,4,2,5,5624,0,1,1,0,0
2,2,3,1,5154,0,2,0,1,0
2,4,4,8,4620,3,1,1,0,0
4,4,4,5,1263,0,3,0,1,1
4,5,3,43,3856,4,3,1,0,1
4,4,5,6,1239,1,1,0,0,0
4,4,6,9,1192,0,1,0,0,1
3,4,5,9,5308,0,3,1,0,0
5,1,4,9,4418,0,2,1,0,1
6,2,5,7,4057,0,3,0,0,0
4,4,3,10,4947,1,1,1,1,0
5,3,5,1,5581,2,3,0,0,0
4,5,4,9,5034,2,1,1,0,1
4,2,3,64,2198,3,1,1,0,1
4,1,4,1,5789,2,1,0,0,0
6,4,4,7,1831,2,2,0,1,0
4,2,2,5,4668,0,1,0,0,0
4,5,3,5,5335,4,3,0,1,0
3,4,2,63,3447,0,1,0,1,1
4,3,6,37,1344,1,1,0,1,1
3,3,3,3,5644,4,3,1,1,0
3,3,2,52,1040,4,1,0,0,1
5,3,5,3,1005,2,3,0,0,1
3,2,3,8,5171,3,1,1,1,0
5,4,2,6,4547,0,1,0,1,0
4,4,4,2,5595,0,1,0,0,1
3,5,2,2,4141,0,1,0,0,0
3,2,2,4,4417,3,1,1,1,0
3,4,5,7,5653,3,3,1,1,1
3,2,3,5,4999,3,1,1,1,0
6,4,4,4,4098,3,1,0,0,0
4,2,4,1,4705,0,1,0,1,1
4,1,4,7,1130,1,1,0,1,1
3,3,3,6,5089,1,1,2,1,1
6,1,4,10,1904,3,1,1,0,1
4,1,3,8,1326,3,1,0,1,1
6,1,4,7,1153,0,1,0,0,0
3,2,2,2,4677,2,1,0,0,0
5,3,3,43,1446,4,1,0,0,1
4,5,2,36,3389,0,2,0,0,1
4,4,3,61,1609,3,1,1,0,1
2,2,5,6,4196,2,1,1,0,0
3,2,2,6,5410,4,1,0,0,0
6,1,3,12,1592,3,2,2,1,1
5,1,3,3,4345,2,1,2,0,1
4,4,2,35,2596,0,1,1,1,1
5,5,5,6,1101,0,1,1,0,0
5,4,4,10,1995,3,1,0,0,0
3,4,4,9,5575,0,1,1,0,0
5,3,5,3,5888,0,1,1,1,0
5,3,5,5,1080,0,1,1,1,1
7,5,4,6,1014,0,2,1,0,0
6,2,4,10,1166,0,1,1,0,0
4,3,2,1,4402,0,1,1,1,1
6,3,4,7,4553,1,1,0,0,1
4,3,2,38,3877,3,1,0,0,1
4,3,5,2,1574,0,1,1,1,0
4,1,3,42,1197,2,2,0,1,1
6,4,2,31,1689,0,3,0,0,1
4,5,2,57,1533,0,1,0,0,1
6,3,5,41,2491,4,1,0,1,1
4,2,3,7,5121,2,1,1,1,0
3,1,2,18,3346,3,1,1,0,1
5,3,4,18,3104,3,1,0,1,1
4,3,3,10,4820,3,3,1,0,1
2,4,4,4,4451,0,1,2,0,1
2,4,2,1,5374,4,3,1,1,1
4,3,2,9,5076,3,3,0,1,1
4,2,3,8,4658,2,1,1,1,1
5,4,5,10,1695,0,1,0,1,1
4,2,2,7,1116,4,3,0,0,0
4,4,2,8,5006,3,1,1,1,1
4,4,3,8,4430,2,1,0,1,0
4,1,4,10,4711,3,1,1,1,0
2,2,3,6,4112,4,1,2,1,1
4,3,3,4,1484,3,1,0,1,1
5,1,4,38,1277,4,1,0,1,1
3,3,3,32,1848,4,1,1,0,1
5,1,5,5,1116,0,1,0,0,1
3,5,3,18,3701,1,1,0,1,1
6,4,4,3,1747,2,1,1,1,1
3,2,2,9,4671,0,1,0,1,0
5,1,4,2,4735,1,3,1,0,1
3,3,2,17,3230,0,3,1,1,1
5,3,5,8,1981,3,3,1,1,1
4,3,2,57,2078,1,1,0,1,1
4,1,5,62,2292,0,1,0,0,1
3,2,2,23,1929,1,1,1,0,1
2,2,2,1,4407,1,1,2,1,0
4,2,5,4,5547,1,2,0,0,1
3,3,4,3,4235,4,1,1,1,0
3,4,3,6,5503,2,1,0,1,0
5,3,3,9,5912,4,1,1,1,0
3,4,3,3,5322,3,1,0,0,0
3,3,10,4,3062,0,1,1,1,1
4,2,5,5,1874,4,1,0,0,0
5,2,2,9,1097,0,1,0,1,0
2,3,2,64,1689,0,1,1,1,1
4,3,4,24,1844,2,2,1,0,1
5,1,5,2,1558,0,1,0,0,1
5,1,2,4,5461,1,1,0,0,0
4,4,4,35,2513,1,3,1,0,1
3,2,2,49,3864,1,3,2,0,1
3,1,2,9,4940,2,1,1,0,0
5,1,5,2,5659,3,1,1,0,1
5,1,5,7,1038,3,1,0,1,0
3,4,2,7,5974,3,1,1,1,0
3,4,3,19,3076,0,1,1,1,1
4,5,3,10,4148,4,1,1,0,0
3,3,6,8,5084,1,1,0,1,1
2,4,10,46,2690,2,2,2,1,1
3,4,3,14,1420,1,3,0,1,1
3,1,3,47,2479,3,1,0,0,1
3,3,3,5,4976,4,1,0,0,1
5,2,3,2,4696,3,3,0,1,0
3,1,5,6,5919,0,2,1,0,0
4,1,3,10,4923,3,1,0,0,0
6,4,4,6,1580,1,3,0,1,0
3,5,3,5,5422,0,2,0,1,0
6,3,4,7,1090,0,1,0,1,1
5,5,6,2,4860,3,2,1,0,0
3,1,2,2,4136,4,1,1,0,0
6,1,4,9,1287,4,1,0,1,0
5,2,5,10,1568,0,2,0,0,0
3,4,3,4,5498,0,2,0,1,0
4,2,3,7,5395,2,1,0,0,1
2,3,4,8,4702,1,1,1,1,0
5,1,3,9,2944,2,1,0,0,1
4,5,6,25,1538,0,1,1,1,1
3,4,3,10,5291,3,1,1,0,1
5,4,2,9,4569,3,1,0,1,0
3,4,3,41,1137,4,1,2,1,1
5,5,2,1,4604,0,2,1,1,1
3,3,2,2,4263,0,1,0,0,1
2,2,5,36,1249,0,1,0,1,1
4,4,3,10,4486,0,2,0,1,0
4,4,3,10,4919,0,2,0,0,0
4,2,4,61,2077,3,3,1,1,1
5,2,4,1,4328,2,1,0,1,1
5,1,4,5,5239,0,1,1,1,0
4,3,4,4,4030,3,1,0,1,1
6,2,4,9,1241,1,1,0,1,1
5,2,2,6,5366,0,1,0,1,1
4,5,3,1,5221,0,1,0,0,0
3,3,2,2,5361,0,1,0,0,0
3,3,2,6,5994,0,1,0,1,1
4,4,4,27,3436,0,1,0,1,1
6,3,5,20,1266,3,1,0,0,1
4,1,4,2,5432,0,1,1,1,1
4,3,4,2,5226,2,1,0,1,0
3,4,2,39,2651,2,2,1,0,1
3,3,8,6,5939,0,1,2,0,0
4,5,4,6,4157,0,2,1,0,0
5,3,2,58,2259,0,1,1,0,1
6,2,6,8,1691,0,3,1,1,1
4,4,3,10,5041,2,1,1,0,1
3,4,3,4,4337,0,1,0,0,0
4,2,3,4,5717,0,1,1,1,0
5,4,3,13,1317,4,1,0,0,1
5,2,2,8,4767,3,2,0,0,0
4,2,7,40,3111,0,1,1,0,1
3,4,2,8,5793,0,3,2,0,0
3,2,5,36,2717,4,1,0,0,1
4,1,2,1,4866,0,1,0,0,0
5,3,3,10,4416,0,3,0,0,1
6,1,4,10,1534,0,1,1,1,1
5,5,3,5,5673,1,1,0,0,1
4,2,2,6,2965,3,2,1,0,1
3,1,3,2,5760,3,3,0,1,0
3,3,3,24,3262,2,1,0,1,1
4,5,2,8,4463,0,1,0,0,0
5,3,3,7,4293,0,3,1,1,0
3,1,5,9,5196,2,1,0,0,1
4,3,5,8,1702,3,2,0,0,1
5,4,3,35,2899,3,1,0,0,1
4,3,5,8,1756,4,3,0,0,0
3,3,3,4,4111,4,1,1,1,1
5,4,5,4,1948,4,3,1,0,0
4,5,3,2,5791,0,1,1,1,1
3,5,4,6,5386,2,1,0,1,0
4,1,3,10,4382,0,2,0,1,0
6,3,3,10,5208,4,1,1,0,0
3,3,2,9,4690,0,1,0,0,0
3,1,2,49,3573,2,1,1,0,1
3,2,2,38,3850,0,2,0,0,1
5,2,3,2,4836,1,1,1,1,0
3,2,2,49,3749,0,1,0,0,1
4,4,3,1,4717,0,3,1,0,0
2,5,5,7,5780,0,2,1,1,0
4,5,5,8,1841,0,1,0,1,0
3,4,2,12,1694,2,3,1,1,1
3,2,2,1,4350,2,3,0,0,1
5,4,3,4,5873,1,1,1,1,0
6,4,4,10,1512,0,1,0,0,0
3,1,3,7,4275,3,2,1,1,1
4,5,3,2,4336,1,1,0,0,1
3,2,2,7,4692,4,1,0,0,0
4,5,3,24,1513,3,1,0,0,1
4,2,4,5,5751,1,2,1,0,0
4,3,2,3,5765,0,3,0,0,1
3,1,3,45,3624,4,3,0,0,1
2,2,4,7,4598,1,3,1,1,0
4,1,4,1,5480,2,2,1,1,0
4,4,6,6,5282,0,1,1,1,0
4,2,2,9,5684,3,3,2,0,0
3,5,4,9,5311,0,1,2,1,0
3,3,2,9,5554,1,2,2,0,1
3,5,3,3,4435,4,3,1,0,1
5,3,5,8,1223,0,1,1,1,1
6,4,3,6,4649,4,3,0,1,0
4,5,2,54,2526,4,1,0,1,1
3,3,2,2,5923,3,1,0,1,0
4,1,5,10,4944,1,3,0,1,0
3,2,2,5,5747,3,2,0,1,1
6,3,4,3,1276,1,1,0,1,0
4,4,2,58,1038,3,2,1,1,1
3,5,3,3,4072,4,1,1,1,0
4,2,2,17,3358,3,1,2,1,1
4,5,2,8,5652,4,1,0,1,0
5,4,4,1,4183,4,1,2,1,0
5,4,6,1,1177,1,3,1,0,0
4,2,3,10,4309,3,3,0,1,1
6,2,6,7,2437,0,1,1,1,1
4,4,2,1,4357,3,3,1,1,0
5,3,6,7,1064,0,1,0,1,0
3,4,3,1,4273,4,1,2,0,1
4,2,3,21,1637,0,1,0,1,1
3,3,3,6,5482,4,2,0,0,1
5,4,3,42,3145,2,1,1,1,1
6,2,5,8,1045,0,1,0,1,0
4,3,3,3,5624,0,2,2,0,0
4,3,3,2,4437,0,1,0,1,1
5,2,3,6,5212,0,1,1,1,0
4,1,5,1,4624,4,1,1,0,1
5,3,6,8,1932,0,1,0,1,0
2,4,3,5,1920,0,3,0,1,1
3,5,2,44,1585,2,1,0,0,1
3,4,3,9,4889,2,1,0,0,1
6,3,4,10,1495,3,1,0,0,0
4,2,6,2,5476,2,3,1,1,0
4,2,2,10,5666,1,2,1,0,1
3,3,2,3,4824,0,2,1,0,0
6,5,4,20,1338,2,1,1,0,1
2,1,3,1,4537,2,2,0,1,0
4,4,4,7,5609,0,3,1,0,1
4,2,5,8,1021,4,1,0,1,0
4,2,3,5,4282,0,1,2,1,0
6,4,5,5,1180,1,1,0,1,0
6,5,4,1,1159,3,1,1,1,0
2,4,2,30,3955,3,1,0,0,1
4,1,5,4,1953,0,1,1,1,0
4,1,4,34,3813,3,2,0,1,1
5,3,3,1,5719,3,3,1,0,0
5,1,2,8,5198,3,1,0,1,1
3,3,2,24,2749,4,1,1,0,1
3,3,2,3,5836,2,2,1,1,0
4,3,3,15,1080,0,1,1,1,1
4,3,2,4,5855,0,1,0,1,0
2,3,2,28,3514,0,2,1,1,1
4,1,4,5,4142,2,1,2,1,1
2,3,3,8,1172,1,3,0,0,0
5,5,3,3,5837,2,3,2,0,1
5,5,5,5,4078,1,2,0,1,0
4,1,2,7,5098,0,1,1,0,0
2,3,2,2,4566,0,2,1,1,0
4,2,3,53,1185,3,1,1,0,1
5,3,4,3,3734,0,1,0,1,1
4,4,5,7,4070,0,1,1,1,1
3,5,2,20,1021,3,1,0,0,1
6,1,3,64,2705,0,1,1,1,1
3,4,4,8,4944,2,2,1,0,0
6,2,3,2,4071,4,3,0,1,0
3,5,10,31,2724,3,1,1,0,1
4,4,3,34,1977,0,2,0,1,1
6,1,4,5,5235,3,3,1,1,1
4,2,4,5,1679,3,1,1,0,0
5,4,8,3,4046,2,2,0,1,0
5,4,5,23,3398,2,1,1,0,1
3,1,3,1,4347,3,2,0,1,0
5,2,6,6,1610,4,3,0,1,0
5,5,5,10,5297,1,1,1,1,0
6,3,4,5,1784,0,1,0,1,0
4,4,2,33,2897,3,2,1,0,1
4,5,3,12,1672,2,1,1,1,1
4,5,2,7,4594,1,1,1,0,1
7,2,4,8,1477,4,1,1,0,1
6,1,4,5,1791,0,1,1,1,1
2,1,4,7,5573,4,1,0,1,1
4,3,2,2,5588,0,3,1,0,0
2,1,10,1,5622,2,1,2,0,0
5,4,2,38,1803,4,1,1,1,1
3,5,4,1,4432,1,1,0,0,1
2,5,3,2,4268,4,1,2,0,1
3,5,2,2,4629,2,1,1,1,1
6,2,4,9,1385,0,2,1,0,0
2,2,3,22,6614,0,3,1,0,1
3,3,3,7,4152,0,2,0,1,0
4,3,4,9,4811,0,3,0,0,0
3,5,4,11,3464,2,1,0,0,1
5,3,3,4,4914,1,3,1,1,1
3,3,2,39,1328,0,2,0,0,1
6,5,7,7,5216,4,1,2,1,1
4,5,3,64,2386,2,1,0,0,1
4,1,3,7,4386,0,1,1,0,1
3,3,6,2,4549,4,1,0,0,0
4,1,3,53,2428,0,3,1,1,1
3,2,2,3,5712,3,1,1,1,0
4,5,2,34,2258,1,1,1,0,1
3,3,3,2,5972,0,2,1,1,0
4,5,6,10,1156,0,1,0,1,0
5,4,5,8,1927,4,1,0,0,1
3,4,3,6,4247,0,1,2,1,0
3,4,3,18,3127,1,1,0,1,1
6,3,4,5,1108,0,1,1,1,1
4,2,6,3,4392,3,1,0,0,1
5,2,3,60,1176,3,1,1,1,1
5,4,3,6,5221,2,1,1,1,0
5,5,4,9,1989,3,1,0,1,0
4,2,3,4,5859,2,1,1,1,0
4,4,3,35,1234,0,1,2,0,1
3,3,3,4,5536,0,1,1,1,0
4,5,3,4,5423,1,3,1,0,0
3,4,2,8,1991,2,1,1,1,1
5,4,7,36,1179,3,2,1,0,1
4,1,3,7,5382,2,1,1,0,1
3,1,3,39,1838,0,3,1,0,1
3,5,2,7,5331,3,3,1,1,0
3,5,3,9,5275,2,1,1,0,1
5,2,4,1,1877,0,2,1,0,0
3,4,3,4,4051,3,1,1,0,0
5,5,6,4,1924,1,2,1,0,1
4,2,3,40,1021,0,2,0,0,1
3,5,3,5,5657,1,1,0,1,0
5,2,4,8,5627,1,1,1,1,1
3,1,4,10,4809,2,3,0,1,1
4,3,3,7,5496,0,3,0,0,0
3,4,2,7,5256,0,2,0,1,1
3,5,2,37,1234,3,3,2,0,1
3,5,3,4,5413,2,1,2,0,0
5,3,3,10,4597,0,1,1,0,0
5,3,6,5,5614,3,3,1,0,1
3,2,3,6,2127,4,1,1,0,1
3,1,2,56,2069,0,1,1,0,1
4,5,4,28,1715,4,1,1,0,1
2,3,4,10,1648,1,3,0,0,1
3,5,3,9,5672,4,1,0,0,1
5,1,4,38,2232,0,3,1,0,1
4,3,5,7,4344,4,1,1,0,1
4,2,5,2,1186,4,3,1,1,1
3,5,3,7,4013,4,2,0,1,1
4,3,10,9,4179,3,3,0,0,0
3,3,7,9,5097,1,1,2,0,0
4,5,3,20,3185,1,2,1,1,1
5,4,5,3,1861,3,3,0,0,1
5,4,2,9,3667,2,2,1,1,1
4,5,4,7,4938,4,3,1,1,0
3,1,2,10,5594,1,2,0,0,1
5,1,6,4,1123,0,1,0,1,1
3,1,3,5,5316,0,2,0,1,1
4,2,4,3,5340,3,2,1,1,0
3,5,2,8,4552,2,1,1,0,1
4,2,3,1,5338,1,1,1,1,0
4,1,4,1,5323,0,3,0,1,0
5,4,2,23,3960,1,2,1,0,1
4,5,3,9,1526,0,1,0,1,1
4,2,6,10,1650,3,2,0,0,1
5,2,3,8,4581,0,1,1,0,0
4,1,2,3,5258,0,1,0,0,0
4,3,3,4,5068,2,2,0,0,1
4,4,2,4,4724,3,1,1,0,0
3,3,2,10,5032,3,1,1,0,0
5,4,3,43,2685,0,1,1,0,1
4,2,4,1,3602,2,3,0,0,1
3,1,3,2,3963,2,3,1,1,1
7,5,4,10,1067,0,1,1,0,0
3,2,3,56,2714,0,3,0,0,1
4,1,4,3,5295,3,2,0,1,0
3,3,3,7,5197,0,1,2,1,1
2,3,3,8,5119,0,1,0,1,0
4,1,2,10,4714,0,2,0,0,1
5,2,6,23,2016,3,2,1,1,1
3,4,3,2,4875,2,2,0,0,0
3,3,4,3,5828,4,1,1,1,0
6,5,4,3,1009,4,1,0,1,1
3,3,2,1,1829,1,2,1,0,1
3,1,4,25,1498,4,1,0,0,1
5,3,5,6,1489,2,1,0,1,0
4,3,3,5,2489,0,1,1,1,1
4,5,3,45,1059,0,1,1,1,1
4,2,2,1,5154,3,1,1,1,0
3,2,3,54,3972,1,1,0,0,1
3,1,2,4,1748,2,1,0,0,1
5,1,2,27,3569,2,1,1,1,1
5,3,5,2,1730,2,1,0,1,0
3,4,3,4,5996,0,1,2,0,0
6,1,4,2,1189,4,2,1,1,1
4,4,6,9,1322,0,2,0,0,0
5,5,10,3,5391,3,1,2,0,0
4,1,2,8,4600,2,3,0,1,1
2,5,5,63,1173,4,1,0,1,1
5,3,5,10,1951,0,3,0,0,0
6,4,4,7,1706,1,1,0,0,1
4,3,2,57,3741,4,3,1,1,1
5,5,3,5,4520,0,1,0,1,1
